year,month,coffee,tea,petroleum,chemicals,fish,horticulture,cement,other,total
1999,April,1167.7,2424.77,1020.05,521.15,81.4,1588.03,74.37,2882.82,9760.29
1999,March,1128.07,3163.27,1006.31,752.43,249.43,1709.79,84.26,3277.07,11370.64
1999,February,870.86,3031.58,891.38,776.88,157.44,1568.71,100.6,2807.92,10205.38
1999,January,224.79,2393.41,889.15,493.2,258.26,1346.01,90.15,2760.98,8455.96
1999,June,1632.2,3066.05,994.34,656.49,221.94,1374.75,87.7,3424.71,11458.19
1999,July,1929.22,2611.4,749.9,698.24,184.03,1151.24,142.29,2481.35,9947.67
1999,December,503.14,2988.48,453.52,564.49,200.18,1260.02,108.55,2733.85,8812.23
1999,November,504.64,3100.78,500.48,614.0,191.67,1236.66,93.57,2710.88,8952.68
1999,October,711.24,2641.59,591.91,581.85,181.48,1347.56,105.25,2532.62,8693.49
1999,September,816.91,2790.98,730.15,643.14,196.61,1023.69,94.11,2950.02,9245.61
1999,August,1170.25,2614.35,780.11,546.83,182.03,1005.65,126.57,2543.35,8969.13
1998,December,574.54,2129.77,799.11,724.44,81.92,1491.47,111.75,3166.33,9079.32
1998,November,578.74,2295.48,784.25,890.2,235.66,1295.53,96.46,2457.39,8633.71
1998,October,584.32,2450.01,896.47,587.63,306.09,1659.82,136.22,2690.39,9310.95
1998,September,536.21,2564.06,848.42,606.82,204.02,1446.75,99.66,3555.47,9861.4
1998,August,500.47,2404.7,850.6,695.15,183.19,854.04,117.68,3543.33,9149.16
